







Epoch: [0/1500] Loss: 9.2525 Acc: 0.00%:  96%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌     | 23/24 [00:15<00:00,  1.48it/s]
Epoch: [495/1500] Loss: 1.4348 Acc: 16.31%:  33%|███████████████████████████████████████████                                                                                      | 8/24 [00:05<00:11,  1.43it/s]
Epoch: [495/1500] Loss: 1.4031 Acc: 16.88%:  42%|█████████████████████████████████████████████████████▎                                                                          | 10/24 [00:06<00:09,  1.41it/s]
Epoch: [495/1500] Loss: 1.3970 Acc: 17.37%:  54%|█████████████████████████████████████████████████████████████████████▎                                                          | 13/24 [00:09<00:07,  1.40it/s]
Epoch: [495/1500] Loss: 1.3905 Acc: 17.63%:  67%|█████████████████████████████████████████████████████████████████████████████████████▎                                          | 16/24 [00:11<00:05,  1.43it/s]
Epoch: [495/1500] Loss: 1.3972 Acc: 17.06%:  79%|█████████████████████████████████████████████████████████████████████████████████████████████████████▎                          | 19/24 [00:13<00:03,  1.44it/s]
Epoch: [495/1500] Loss: 1.4030 Acc: 16.87%:  92%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎          | 22/24 [00:15<00:01,  1.40it/s]
Epoch: [496/1500] Loss: 1.5316 Acc: 14.84%:   4%|█████▍                                                                                                                           | 1/24 [00:00<00:16,  1.43it/s]
Epoch: [496/1500] Loss: 1.5316 Acc: 14.84%:   4%|█████▍                                                                                                                           | 1/24 [00:00<00:16,  1.43it/s]
Epoch: [496/1500] Loss: 1.3925 Acc: 16.21%:  17%|█████████████████████▌                                                                                                           | 4/24 [00:02<00:13,  1.51it/s]
Epoch: [496/1500] Loss: 1.4057 Acc: 15.62%:  29%|█████████████████████████████████████▋                                                                                           | 7/24 [00:04<00:11,  1.45it/s]
Epoch: [496/1500] Loss: 1.4283 Acc: 15.45%:  38%|████████████████████████████████████████████████▍                                                                                | 9/24 [00:06<00:10,  1.41it/s]
Epoch: [496/1500] Loss: 1.3942 Acc: 15.82%:  50%|████████████████████████████████████████████████████████████████                                                                | 12/24 [00:08<00:08,  1.39it/s]
Epoch: [496/1500] Loss: 1.3913 Acc: 16.09%:  62%|████████████████████████████████████████████████████████████████████████████████                                                | 15/24 [00:10<00:06,  1.32it/s]
Epoch: [496/1500] Loss: 1.3882 Acc: 16.36%:  75%|████████████████████████████████████████████████████████████████████████████████████████████████                                | 18/24 [00:12<00:04,  1.45it/s]
Epoch: [496/1500] Loss: 1.3863 Acc: 16.74%:  88%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████                | 21/24 [00:14<00:02,  1.41it/s]
  0%|                                                                                                                                                                                     | 0/24 [00:00<?, ?it/s]
  0%|                                                                                                                                                                                     | 0/24 [00:00<?, ?it/s]
Epoch: [497/1500] Loss: 1.4402 Acc: 18.75%:  12%|████████████████▏                                                                                                                | 3/24 [00:01<00:13,  1.54it/s]
Epoch: [497/1500] Loss: 1.4648 Acc: 16.93%:  25%|████████████████████████████████▎                                                                                                | 6/24 [00:04<00:12,  1.46it/s]
Epoch: [497/1500] Loss: 1.4341 Acc: 17.19%:  38%|████████████████████████████████████████████████▍                                                                                | 9/24 [00:06<00:10,  1.40it/s]
Epoch: [497/1500] Loss: 1.4249 Acc: 16.69%:  46%|██████████████████████████████████████████████████████████▋                                                                     | 11/24 [00:07<00:09,  1.39it/s]
Epoch: [497/1500] Loss: 1.4228 Acc: 17.13%:  58%|██████████████████████████████████████████████████████████████████████████▋                                                     | 14/24 [00:09<00:07,  1.38it/s]
Epoch: [497/1500] Loss: 1.4173 Acc: 17.10%:  71%|██████████████████████████████████████████████████████████████████████████████████████████▋                                     | 17/24 [00:12<00:05,  1.38it/s]
Epoch: [497/1500] Loss: 1.4279 Acc: 16.99%:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▋                     | 20/24 [00:14<00:02,  1.45it/s]
Epoch: [497/1500] Loss: 1.4465 Acc: 16.41%:  96%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋     | 23/24 [00:16<00:00,  1.40it/s]
Epoch: [498/1500] Loss: 1.4616 Acc: 16.41%:   8%|██████████▊                                                                                                                      | 2/24 [00:01<00:13,  1.68it/s]
Epoch: [498/1500] Loss: 1.4616 Acc: 16.41%:   8%|██████████▊                                                                                                                      | 2/24 [00:01<00:13,  1.68it/s]
Epoch: [498/1500] Loss: 1.3780 Acc: 16.99%:  17%|█████████████████████▌                                                                                                           | 4/24 [00:02<00:13,  1.52it/s]
Epoch: [498/1500] Loss: 1.4001 Acc: 17.63%:  29%|█████████████████████████████████████▋                                                                                           | 7/24 [00:04<00:11,  1.42it/s]
Epoch: [498/1500] Loss: 1.4381 Acc: 16.56%:  42%|█████████████████████████████████████████████████████▎                                                                          | 10/24 [00:06<00:10,  1.39it/s]
Epoch: [498/1500] Loss: 1.4172 Acc: 16.99%:  50%|████████████████████████████████████████████████████████████████                                                                | 12/24 [00:08<00:08,  1.38it/s]
Epoch: [498/1500] Loss: 1.4042 Acc: 17.29%:  62%|████████████████████████████████████████████████████████████████████████████████                                                | 15/24 [00:10<00:06,  1.38it/s]
Epoch: [498/1500] Loss: 1.4321 Acc: 16.84%:  75%|████████████████████████████████████████████████████████████████████████████████████████████████                                | 18/24 [00:12<00:04,  1.38it/s]
Epoch: [498/1500] Loss: 1.4444 Acc: 16.59%:  88%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████                | 21/24 [00:14<00:02,  1.45it/s]
  0%|                                                                                                                                                                                     | 0/24 [00:00<?, ?it/s]
  0%|                                                                                                                                                                                     | 0/24 [00:00<?, ?it/s]
Epoch: [499/1500] Loss: 1.3777 Acc: 15.36%:  12%|████████████████▏                                                                                                                | 3/24 [00:01<00:13,  1.55it/s]
Epoch: [499/1500] Loss: 1.3739 Acc: 16.80%:  25%|████████████████████████████████▎                                                                                                | 6/24 [00:04<00:12,  1.46it/s]
Epoch: [499/1500] Loss: 1.3932 Acc: 16.84%:  38%|████████████████████████████████████████████████▍                                                                                | 9/24 [00:06<00:10,  1.40it/s]
Epoch: [499/1500] Loss: 1.3889 Acc: 17.68%:  46%|██████████████████████████████████████████████████████████▋                                                                     | 11/24 [00:07<00:09,  1.39it/s]
Epoch: [499/1500] Loss: 1.3755 Acc: 17.75%:  58%|██████████████████████████████████████████████████████████████████████████▋                                                     | 14/24 [00:09<00:07,  1.39it/s]
Epoch: [499/1500] Loss: 1.3983 Acc: 17.23%:  71%|██████████████████████████████████████████████████████████████████████████████████████████▋                                     | 17/24 [00:12<00:05,  1.38it/s]
Epoch: [499/1500] Loss: 1.4123 Acc: 16.72%:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▋                     | 20/24 [00:14<00:02,  1.43it/s]
Epoch: [499/1500] Loss: 1.4045 Acc: 16.78%:  96%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋     | 23/24 [00:16<00:00,  1.43it/s]
Epoch: [499/1500] Loss: 1.4045 Acc: 16.78%:  96%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋     | 23/24 [00:16<00:00,  1.43it/s]
Epoch: [500/1500] Loss: 1.2993 Acc: 19.14%:   8%|██████████▊                                                                                                                      | 2/24 [00:01<00:14,  1.50it/s]
Epoch: [500/1500] Loss: 1.4162 Acc: 15.62%:  21%|██████████████████████████▉                                                                                                      | 5/24 [00:03<00:12,  1.49it/s]
Epoch: [500/1500] Loss: 1.3977 Acc: 15.53%:  33%|███████████████████████████████████████████                                                                                      | 8/24 [00:05<00:11,  1.40it/s]
Epoch: [500/1500] Loss: 1.4205 Acc: 16.41%:  46%|██████████████████████████████████████████████████████████▋                                                                     | 11/24 [00:07<00:09,  1.39it/s]
Epoch: [500/1500] Loss: 1.4271 Acc: 16.23%:  54%|█████████████████████████████████████████████████████████████████████▎                                                          | 13/24 [00:09<00:07,  1.39it/s]
Epoch: [500/1500] Loss: 1.4117 Acc: 16.50%:  67%|█████████████████████████████████████████████████████████████████████████████████████▎                                          | 16/24 [00:11<00:05,  1.38it/s]
Epoch: [500/1500] Loss: 1.4024 Acc: 16.61%:  79%|█████████████████████████████████████████████████████████████████████████████████████████████████████▎                          | 19/24 [00:13<00:03,  1.31it/s]
Epoch: [500/1500] Loss: 1.4174 Acc: 16.55%:  92%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎          | 22/24 [00:15<00:01,  1.44it/s]
Epoch: [501/1500] Loss: 1.5748 Acc: 12.50%:   4%|█████▍                                                                                                                           | 1/24 [00:00<00:16,  1.43it/s]
Epoch: [501/1500] Loss: 1.5748 Acc: 12.50%:   4%|█████▍                                                                                                                           | 1/24 [00:00<00:16,  1.43it/s]
Epoch: [501/1500] Loss: 1.5196 Acc: 15.23%:  17%|█████████████████████▌                                                                                                           | 4/24 [00:02<00:13,  1.52it/s]
Epoch: [501/1500] Loss: 1.4721 Acc: 15.85%:  29%|█████████████████████████████████████▋                                                                                           | 7/24 [00:04<00:11,  1.43it/s]
Epoch: [501/1500] Loss: 1.4528 Acc: 16.48%:  42%|█████████████████████████████████████████████████████▎                                                                          | 10/24 [00:06<00:10,  1.40it/s]
Epoch: [501/1500] Loss: 1.4230 Acc: 16.86%:  50%|████████████████████████████████████████████████████████████████                                                                | 12/24 [00:08<00:08,  1.39it/s]
Epoch: [501/1500] Loss: 1.4370 Acc: 16.61%:  62%|████████████████████████████████████████████████████████████████████████████████                                                | 15/24 [00:10<00:06,  1.38it/s]
Epoch: [501/1500] Loss: 1.4209 Acc: 16.49%:  75%|████████████████████████████████████████████████████████████████████████████████████████████████                                | 18/24 [00:12<00:04,  1.38it/s]
Epoch: [501/1500] Loss: 1.4128 Acc: 16.74%:  88%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████                | 21/24 [00:14<00:02,  1.38it/s]
  0%|                                                                                                                                                                                     | 0/24 [00:00<?, ?it/s]
  0%|                                                                                                                                                                                     | 0/24 [00:00<?, ?it/s]
Epoch: [502/1500] Loss: 1.4305 Acc: 15.62%:  12%|████████████████▏                                                                                                                | 3/24 [00:01<00:13,  1.54it/s]
Epoch: [502/1500] Loss: 1.4690 Acc: 16.54%:  25%|████████████████████████████████▎                                                                                                | 6/24 [00:04<00:12,  1.45it/s]
Epoch: [502/1500] Loss: 1.4751 Acc: 16.75%:  38%|████████████████████████████████████████████████▍                                                                                | 9/24 [00:06<00:10,  1.40it/s]
Epoch: [502/1500] Loss: 1.4584 Acc: 16.05%:  46%|██████████████████████████████████████████████████████████▋                                                                     | 11/24 [00:07<00:09,  1.39it/s]
Epoch: [502/1500] Loss: 1.4606 Acc: 15.96%:  58%|██████████████████████████████████████████████████████████████████████████▋                                                     | 14/24 [00:09<00:07,  1.38it/s]
Epoch: [502/1500] Loss: 1.4687 Acc: 15.85%:  71%|██████████████████████████████████████████████████████████████████████████████████████████▋                                     | 17/24 [00:12<00:05,  1.38it/s]
Epoch: [502/1500] Loss: 1.4642 Acc: 16.13%:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▋                     | 20/24 [00:14<00:02,  1.38it/s]
Epoch: [502/1500] Loss: 1.4409 Acc: 16.75%:  96%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋     | 23/24 [00:16<00:00,  1.43it/s]
Epoch: [502/1500] Loss: 1.4409 Acc: 16.75%:  96%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋     | 23/24 [00:16<00:00,  1.43it/s]
Epoch: [503/1500] Loss: 1.3569 Acc: 19.14%:   8%|██████████▊                                                                                                                      | 2/24 [00:01<00:15,  1.41it/s]
Epoch: [503/1500] Loss: 1.3517 Acc: 18.91%:  21%|██████████████████████████▉                                                                                                      | 5/24 [00:03<00:12,  1.50it/s]
Epoch: [503/1500] Loss: 1.3263 Acc: 19.14%:  33%|███████████████████████████████████████████                                                                                      | 8/24 [00:05<00:10,  1.46it/s]
Epoch: [503/1500] Loss: 1.3406 Acc: 18.28%:  42%|█████████████████████████████████████████████████████▎                                                                          | 10/24 [00:06<00:09,  1.42it/s]
Epoch: [503/1500] Loss: 1.3713 Acc: 17.73%:  54%|█████████████████████████████████████████████████████████████████████▎                                                          | 13/24 [00:09<00:07,  1.40it/s]
Epoch: [503/1500] Loss: 1.3513 Acc: 17.72%:  67%|█████████████████████████████████████████████████████████████████████████████████████▎                                          | 16/24 [00:11<00:05,  1.39it/s]
Epoch: [503/1500] Loss: 1.3588 Acc: 17.43%:  79%|█████████████████████████████████████████████████████████████████████████████████████████████████████▎                          | 19/24 [00:13<00:03,  1.39it/s]
Epoch: [503/1500] Loss: 1.3717 Acc: 17.00%:  88%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████                | 21/24 [00:14<00:02,  1.39it/s]
Epoch: [504/1500] Loss: 1.2553 Acc: 19.53%:   4%|█████▍                                                                                                                           | 1/24 [00:00<00:18,  1.26it/s]
Epoch: [504/1500] Loss: 1.2553 Acc: 19.53%:   4%|█████▍                                                                                                                           | 1/24 [00:00<00:18,  1.26it/s]
Epoch: [504/1500] Loss: 1.3273 Acc: 15.43%:  17%|█████████████████████▌                                                                                                           | 4/24 [00:02<00:14,  1.36it/s]
Epoch: [504/1500] Loss: 1.4039 Acc: 14.32%:  25%|████████████████████████████████▎                                                                                                | 6/24 [00:04<00:13,  1.38it/s]
Epoch: [504/1500] Loss: 1.3641 Acc: 15.80%:  38%|████████████████████████████████████████████████▍                                                                                | 9/24 [00:06<00:10,  1.39it/s]
Epoch: [504/1500] Loss: 1.3917 Acc: 16.02%:  50%|████████████████████████████████████████████████████████████████                                                                | 12/24 [00:08<00:08,  1.39it/s]
Epoch: [504/1500] Loss: 1.3922 Acc: 16.04%:  62%|████████████████████████████████████████████████████████████████████████████████                                                | 15/24 [00:10<00:06,  1.39it/s]
Epoch: [504/1500] Loss: 1.3907 Acc: 16.28%:  75%|████████████████████████████████████████████████████████████████████████████████████████████████                                | 18/24 [00:13<00:04,  1.39it/s]
Epoch: [504/1500] Loss: 1.3993 Acc: 16.33%:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▋                     | 20/24 [00:14<00:02,  1.39it/s]
  0%|                                                                                                                                                                                     | 0/24 [00:00<?, ?it/s]
  0%|                                                                                                                                                                                     | 0/24 [00:00<?, ?it/s]
Epoch: [505/1500] Loss: 1.3274 Acc: 20.31%:   8%|██████████▊                                                                                                                      | 2/24 [00:01<00:15,  1.42it/s]
Epoch: [505/1500] Loss: 1.3812 Acc: 17.03%:  21%|██████████████████████████▉                                                                                                      | 5/24 [00:03<00:13,  1.41it/s]
Epoch: [505/1500] Loss: 1.3524 Acc: 17.09%:  33%|███████████████████████████████████████████                                                                                      | 8/24 [00:05<00:10,  1.50it/s]
Epoch: [505/1500] Loss: 1.3615 Acc: 16.76%:  46%|██████████████████████████████████████████████████████████▋                                                                     | 11/24 [00:07<00:09,  1.43it/s]
Epoch: [505/1500] Loss: 1.3820 Acc: 16.46%:  58%|██████████████████████████████████████████████████████████████████████████▋                                                     | 14/24 [00:09<00:07,  1.40it/s]
Epoch: [505/1500] Loss: 1.3775 Acc: 16.59%:  71%|██████████████████████████████████████████████████████████████████████████████████████████▋                                     | 17/24 [00:11<00:05,  1.40it/s]
Epoch: [505/1500] Loss: 1.3774 Acc: 16.68%:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▋                     | 20/24 [00:14<00:02,  1.39it/s]
Epoch: [505/1500] Loss: 1.3852 Acc: 16.48%:  92%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎          | 22/24 [00:15<00:01,  1.39it/s]
Epoch: [506/1500] Loss: 1.2887 Acc: 21.09%:   4%|█████▍                                                                                                                           | 1/24 [00:00<00:17,  1.31it/s]
Epoch: [506/1500] Loss: 1.2887 Acc: 21.09%:   4%|█████▍                                                                                                                           | 1/24 [00:00<00:17,  1.31it/s]
Epoch: [506/1500] Loss: 1.3542 Acc: 16.99%:  17%|█████████████████████▌                                                                                                           | 4/24 [00:02<00:14,  1.37it/s]
Epoch: [506/1500] Loss: 1.3404 Acc: 17.30%:  29%|█████████████████████████████████████▋                                                                                           | 7/24 [00:05<00:12,  1.38it/s]
Epoch: [506/1500] Loss: 1.3895 Acc: 16.64%:  42%|█████████████████████████████████████████████████████▎                                                                          | 10/24 [00:07<00:10,  1.39it/s]
Epoch: [506/1500] Loss: 1.3885 Acc: 16.95%:  54%|█████████████████████████████████████████████████████████████████████▎                                                          | 13/24 [00:09<00:07,  1.39it/s]
Epoch: [506/1500] Loss: 1.3980 Acc: 17.14%:  62%|████████████████████████████████████████████████████████████████████████████████                                                | 15/24 [00:10<00:06,  1.39it/s]
Epoch: [506/1500] Loss: 1.4020 Acc: 16.54%:  75%|████████████████████████████████████████████████████████████████████████████████████████████████                                | 18/24 [00:13<00:04,  1.39it/s]
Epoch: [506/1500] Loss: 1.3886 Acc: 16.59%:  88%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████                | 21/24 [00:15<00:02,  1.39it/s]
  0%|                                                                                                                                                                                     | 0/24 [00:00<?, ?it/s]
  0%|                                                                                                                                                                                     | 0/24 [00:00<?, ?it/s]
Epoch: [507/1500] Loss: 1.3941 Acc: 15.89%:  12%|████████████████▏                                                                                                                | 3/24 [00:02<00:15,  1.38it/s]
Epoch: [507/1500] Loss: 1.3648 Acc: 17.32%:  25%|████████████████████████████████▎                                                                                                | 6/24 [00:04<00:12,  1.39it/s]
Epoch: [507/1500] Loss: 1.3676 Acc: 16.84%:  38%|████████████████████████████████████████████████▍                                                                                | 9/24 [00:06<00:10,  1.39it/s]
Epoch: [507/1500] Loss: 1.3692 Acc: 16.62%:  46%|██████████████████████████████████████████████████████████▋                                                                     | 11/24 [00:07<00:09,  1.39it/s]
Epoch: [507/1500] Loss: 1.3712 Acc: 16.41%:  58%|██████████████████████████████████████████████████████████████████████████▋                                                     | 14/24 [00:10<00:07,  1.39it/s]
Epoch: [507/1500] Loss: 1.3621 Acc: 16.59%:  71%|██████████████████████████████████████████████████████████████████████████████████████████▋                                     | 17/24 [00:12<00:05,  1.39it/s]
Epoch: [507/1500] Loss: 1.3605 Acc: 16.56%:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▋                     | 20/24 [00:14<00:02,  1.39it/s]
Epoch: [507/1500] Loss: 1.3597 Acc: 16.80%:  92%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎          | 22/24 [00:15<00:01,  1.39it/s]
Epoch: [508/1500] Loss: 1.2791 Acc: 17.19%:   8%|██████████▊                                                                                                                      | 2/24 [00:01<00:16,  1.34it/s]
Epoch: [508/1500] Loss: 1.2791 Acc: 17.19%:   8%|██████████▊                                                                                                                      | 2/24 [00:01<00:16,  1.34it/s]
Epoch: [508/1500] Loss: 1.2887 Acc: 17.77%:  17%|█████████████████████▌                                                                                                           | 4/24 [00:02<00:14,  1.37it/s]
Epoch: [508/1500] Loss: 1.2902 Acc: 18.08%:  29%|█████████████████████████████████████▋                                                                                           | 7/24 [00:05<00:12,  1.38it/s]
Epoch: [508/1500] Loss: 1.3052 Acc: 17.58%:  42%|█████████████████████████████████████████████████████▎                                                                          | 10/24 [00:07<00:10,  1.38it/s]
Epoch: [508/1500] Loss: 1.3570 Acc: 16.59%:  54%|█████████████████████████████████████████████████████████████████████▎                                                          | 13/24 [00:09<00:07,  1.45it/s]
Epoch: [508/1500] Loss: 1.3823 Acc: 16.11%:  67%|█████████████████████████████████████████████████████████████████████████████████████▎                                          | 16/24 [00:11<00:05,  1.51it/s]
Epoch: [508/1500] Loss: 1.3708 Acc: 16.32%:  79%|█████████████████████████████████████████████████████████████████████████████████████████████████████▎                          | 19/24 [00:13<00:03,  1.44it/s]
Epoch: [508/1500] Loss: 1.3692 Acc: 16.44%:  92%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎          | 22/24 [00:15<00:01,  1.41it/s]
Epoch: [509/1500] Loss: 1.1567 Acc: 20.31%:   4%|█████▍                                                                                                                           | 1/24 [00:00<00:14,  1.56it/s]
Epoch: [509/1500] Loss: 1.1567 Acc: 20.31%:   4%|█████▍                                                                                                                           | 1/24 [00:00<00:14,  1.56it/s]
Epoch: [509/1500] Loss: 1.2752 Acc: 18.16%:  17%|█████████████████████▌                                                                                                           | 4/24 [00:02<00:14,  1.42it/s]
Epoch: [509/1500] Loss: 1.3040 Acc: 17.32%:  25%|████████████████████████████████▎                                                                                                | 6/24 [00:04<00:12,  1.40it/s]
Epoch: [509/1500] Loss: 1.3328 Acc: 16.06%:  38%|████████████████████████████████████████████████▍                                                                                | 9/24 [00:06<00:10,  1.39it/s]
Epoch: [509/1500] Loss: 1.3413 Acc: 16.15%:  50%|████████████████████████████████████████████████████████████████                                                                | 12/24 [00:08<00:08,  1.39it/s]
Epoch: [509/1500] Loss: 1.3363 Acc: 16.67%:  62%|████████████████████████████████████████████████████████████████████████████████                                                | 15/24 [00:10<00:06,  1.39it/s]
Epoch: [509/1500] Loss: 1.3531 Acc: 16.67%:  75%|████████████████████████████████████████████████████████████████████████████████████████████████                                | 18/24 [00:12<00:04,  1.39it/s]
Epoch: [509/1500] Loss: 1.3542 Acc: 16.88%:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▋                     | 20/24 [00:14<00:02,  1.39it/s]
Epoch: [509/1500] Loss: 1.3604 Acc: 16.71%:  96%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋     | 23/24 [00:16<00:00,  1.39it/s]
Epoch: [509/1500] Loss: 1.3604 Acc: 16.71%:  96%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋     | 23/24 [00:16<00:00,  1.39it/s]
